regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date
Sachsen,78.86,NA,ONE_YEAR_FREE,10,FALSE,TRUE,3,4.08,2.4,264.27,1979,110475325,NA,NA,FALSE,Sachsen,FALSE,3,185.41,13,35.05,Plauen,NA,NA,NA,Tischendorfstr.,Tischendorfstr.,TRUE,1,apartment,08523,1,59.4,9,11,1,FALSE,1,Plauen,Bahnhofsvorstadt,Das Mehrfamilienhaus befindet sich in der Tischendorfstr. 13 im Stadtteil Zentrumsnaehe.,Diese 1 - Raum-Wohnung in der 9. Etage verfuegt ueber eine Wohnflaeche von ca. 35.05 qm und ist mit einer Badewanne ausgestattet.,NA,B,NA,NA,NA,May19
Baden_Württemberg,130,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,10,5.32,40,620,1988,65625967,1,oil,TRUE,Baden_Württemberg,TRUE,4,490,NA,55,Esslingen_Kreis,well_kept,normal,no,no_information,NA,FALSE,3,roof_storey,70794,2,112,2,2,2,FALSE,2,Esslingen_Kreis,Filderstadt,"Diese ansprechende, sehr gepflegte 2-Zimmerwohnung  befindet sich in einem kleinen Mehrfamilienhaus in Filderstadt-Sielmingen. 

Das Objekt liegt ruhig und doch zentrumsnah. Die Geschäfte für den täglichen Bedarf sind bequem in wenigen Minuten zu Fuß zu erreichen.

Genießen Sie den Blick ins Grüne vom Balkon aus.","Ansprechende, durchdachte Raumaufteilung mit sehr guten Stellmöglichkeiten für Ihre Möbel. 
- schönes helles Wohn und Esszimmer
- Schlafzimmer 
- Schönes Tageslichtbad mit 
  Badewanne, separater Dusche 
  Waschbecken und WC.
- Große,  abgetrennte Küche mit 
  Einbauküche
- Pflegeleichte Fußbodenbeläge in der 
  gesamten Wohnung (Parkett, 
  Laminat und Fliesen).
- Zur Wohnung gehört ein großer 
  Bühnenraum zusätzlich zum 
  Kellerraum, der sich im UG befindet  
  sowie der gemeinschaftliche Wasch- 
  und Trockenraum.",NA,NO_INFORMATION,2012,90.76,0.1985,Sep18
Sachsen,96,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,5,-0.2,40,300,1925,113257806,NA,gas,FALSE,Sachsen,TRUE,1,204,48,43.48,Chemnitz,NA,normal,NA,Helmholtzstra&szlig;e,Helmholtzstraße,FALSE,1,ground_floor,09131,1,103,0,NA,1,FALSE,2,Chemnitz,Hilbersdorf,"Gemütliche 1-Raum-Wohnung in Hilbersdorf!  Ein geräumiges Wohn- und Schlafzimmer mit extra Platz für einen Essbereich.Der Zugang zum Balkon, sowie zum Abstellraum, befindet sich in der hübschen Küchen. Im Badezimmer befindet sich eine Dusche  und der Anschluss für die Waschmaschine. ",NA,NA,NA,NA,NA,NA,Oct19
Sachsen,65,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,6,0.21,40,415,NA,111098951,1,natural_gas_light,FALSE,Sachsen,TRUE,NA,285,9,65,Chemnitz,mint_condition,normal,negotiable,Philippstr.,Philippstr.,FALSE,1,NA,09130,3,138,2,4,3,FALSE,3,Chemnitz,Sonnenberg,Sehr sauberes und gepflegtes Haus mit freundlicher Mieterstrucktur. Großer Innenhof mit Stellplatzmöglichkeiten. Eigene Digitale TV-Sat-Anlage steht den Mietern kostenfrei zur Verfügung.,"- Laminat
- Bad mit Wanne
- Küche mit Fenster
- Abstellraum, Keller
- auf Wunsch mit Stellplatz",65,NA,NA,NA,NA,Oct19
Thüringen,186,floor_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,14,2.16,40,1286,1898,115637228,1,NA,TRUE,Thüringen,TRUE,1,1100,NA,105,Erfurt,modernized,sophisticated,negotiable,no_information,NA,TRUE,7,raised_ground_floor,99096,2,28,NA,NA,2,TRUE,5,Erfurt,Löbervorstadt,"Das denkmalgeschützte Mehrfamilienhaus wurde 2013/14 hochwertig und energieeffizient kernsaniert. Von hier aus gelangen Sie in wenigen Gehminuten in die Innenstadt und haben den Grünstreifen direkt vor der Haustür.
Die Wohnung befindet sich im Hochparterre, wobei Sie mit dem Aufzug bequem von der Tiefgarage bis vor die Wohnungstür gelangen. Vom Flur aus erreichen Sie alle Zimmer separat. Die 3,20 m hohen Wohnräume sind mit Massivparkett verkleidet. Das Tageslichtbad verfügt über eine Dusche sowie über eine Badewanne.
Bei der Ausstattung wurde Wert gelegt auf Qualität und Langlebigkeit. Die 2014 montierte Einbauküche kann für eine Ablöse von 3000, - € vom Vormieter übernommen werden. 
Wesentlicher Energieträger ist eine energieeffiziente Wärmepumpe, welche die Fußbodenheizung genauso wie die Warmwasseraufbereitung unterstützt.
Im Hauswirtschaftsraum ist der Waschmaschinenanschluss untergebracht.

Optional kann für 100, - € Kaltmiete zzgl. 16, - € Betriebskosten ein Tiefgaragenstellplatz im Haus angemietet werden.
Bezugsfrei ab 03/2020.

Bei Rückfragen erreichen Sie uns telefonisch unter 0361/60139090 oder über das Kontaktformular.","+ Bj. 1898
+ Kernsanierung 2013/14
+ Wärmepumpe für geringe Betriebskosten 
+ EBK gegen Ablöse
+ Massivparkett in den Wohnräumen und Flur
+ Feinsteinzeug im Bad und in der Abstellkammer
+ Terrasse
+ Fußbodenheizung
+ Personenaufzug
+ optional Tiefgaragenstellplatz
+ bezugsfrei 03/2020",NA,NA,NA,NA,NA,Feb20
Sachsen,89,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,7,0,40,276,1925,101749151,NA,gas,FALSE,Sachsen,TRUE,1,187,52,40.55,Chemnitz,well_kept,normal,NA,Helmholtzstra&szlig;e,Helmholtzstraße,FALSE,1,apartment,09131,1,94,4,NA,1,FALSE,1,Chemnitz,Hilbersdorf,Schicke Single-Wohnung in Hilbersdorf mit Dusche und WM-Anschluss! Laminat / Keller /,NA,NA,NA,NA,90.76,0.2055,Sep18
Nordrhein_Westfalen,119,central_heating,ONE_YEAR_FREE,NA,TRUE,TRUE,18,4.81,40,700,2017,107314065,1,environmental_thermal_energy,FALSE,Nordrhein_Westfalen,TRUE,9,581,123,42.4,Bonn,mint_condition,sophisticated,no,K&ouml;nigswinterer Stra&szlig;e,Königswinterer_Straße,TRUE,4,other,53227,2,37,1,2,2,FALSE,2,Bonn,Beuel,"Zum 01.12.2018 können Sie diese freundliche, neuwertige Wohnung im ersten OG beziehen, die durch eine gehobene Innenausstattung besticht. Das Objekt verfügt über zwei hübsche Zimmer. Die letzte Modernisierung fand erst vor Kurzem, im Jahr 2017, statt. Ein aktueller Energieausweis liegt vor. Die entsprechende Etage lässt sich bequem über einen Fahrstuhl erreichen. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ein Stellplatz für Ihr Auto und ein Kellerraum stehen Ihnen außerdem zur Verfügung.","Alle Annehmlichkeiten eines modernen Neubaus: Aufzug über alle Geschosse einschließlich Kellergeschoss, Fußbodenheizung, elektrische Rolladen, bodengleiche Duschen, effiziente Energieversorgung über Wärmepumpe, Video - Gegensprechanlage, Stellplätze in der Tiefgarage.",NA,NO_INFORMATION,2017,90.76,0.1775,Sep18
Nordrhein_Westfalen,105,NA,ONE_YEAR_FREE,NA,FALSE,TRUE,9,1.72,10,NA,1972,71556105,1,NA,FALSE,Nordrhein_Westfalen,TRUE,3,455,4,82.65,Siegen_Wittgenstein_Kreis,fully_renovated,normal,negotiable,Am Witschenberg,Am_Witschenberg,TRUE,3,apartment,57271,3,NA,4,NA,3,TRUE,4,Siegen_Wittgenstein_Kreis,Hilchenbach,"Im Jahre 1973 wurde diese Anlage von der Firma SMS als moderne Wohnanlage für die Mitarbeiter erstellt. Der neue Eigentümer hat nun die Anlage übernommen und ist nun dabei die einzelnen Wohnungen auf die heutigen Ansprüche anzupassen. Wir freuen uns Ihnen nun die modernisierten, gut aufgeteilten Mietwohnungen anbieten zu dürfen:","Sofern Sie mögen, können Sie gerne für Ihren PKW eine Garage anmieten. Ausreichend Stellplätze sind zudem vorhanden. 

Auf dem Außengelände befindet sich zudem ein  gut einsehbarer Spielplatz für Ihre Kinder. 

Die einzelnen Etagen erreichen Sie bequem mit dem Aufzug. 

Zu den Wohnungen: 

Die Wohnungen sind komplett renoviert. Das beinhaltet neuen, optisch modernen Laminatboden, weiße, helle Wände, sowie ein modernes neues Bad. 

Ausgestattet ist die Anlage bereits mit modernen Kunststoffschiebefensterellementen und sonnigem Balkon. 

Zu den großen Wohnungen gehört meist auch ein Gäste WC. 

Trotz der hohen Investitionen beträgt die Kaltmiete nur ca. € 5.50 pro m².",95,NA,2016,90.76,0.1915,Sep18
Nordrhein_Westfalen,82,central_heating,ONE_YEAR_FREE,10,FALSE,FALSE,7,2.23,2.4,506.22,1952,112790049,NA,district_heating,FALSE,Nordrhein_Westfalen,TRUE,2,370.22,5,38.97,Ennepe_Ruhr_Kreis,NA,NA,NA,Bergknappenstr.,Bergknappenstr.,FALSE,2,ground_floor,45529,2,142,NA,NA,2,FALSE,1,Ennepe_Ruhr_Kreis,Hattingen,"Wir haben im Rahmen der Umbaumaßnahmen viel in die Zukunft investiert.
 Ob rutschfeste Bodenfliesen im barrierearmen Badezimmer mit mod.Duschbad unterfahrbarem Waschtisch und Handtuchheizkörper und der pflegeleichte PVC-Belag ohne Schwellen, hier wird nichts dem Zufall überlassen.
 Außerdem wurden alle Wände mit Raufasertapete ausgestattet und weiß gestrichen. Auch die Heizkörper erhielten eine neue, hochwertige Lackierung und fügen sich nun gut in das Raumbild ein. Es wurde nicht nur auf die hohe Qualität der verwendeten Materialien geachtet, sondern auch darauf, dass in der Wohnung stets die gängigen Sicherheitsstandards gewährleistet sind.
 

 Möchten Sie in Ihrer neuen Wohnung endlich mehr Komfort als in Ihrer alten Wohnung? Wollen Sie nicht wohnen, sondern anfangen zu leben? Dann beziehen Sie diese Wohnung! Hinter dem Haus befindet sich ein schöner Gemeinschaftsgarten.

",Kabelanschluss; Warmwasser zentral (über Heizanlage); unterfahrbarer Waschtisch; bodengleiche Dusche; barrierearmes WC; Kellerraum; Öl-Zentralheizung; Rauchwarnmelder; Bodenbelag PVC;,54,NA,NA,NA,NA,Oct19
Sachsen,164,floor_heating,NA,NA,TRUE,TRUE,18,4.19,NA,808.4,2018,108437228,1,NA,FALSE,Sachsen,TRUE,9,644.4,11,68.19,Leipzig,first_time_use,NA,NA,Hafenstr.,Hafenstr.,TRUE,5,apartment,04179,2,NA,NA,4,2,TRUE,3,Leipzig,Neulindenau,"ERSTBEZUG NEUBAU AM LINDENAUER HAFEN
Haus B, Hafenstraße 11: 1 - 4 Zimmer mit ca. 26 - 107 Quadratmetern

Möchten Sie naturnah, direkt am Wasser und gleichzeitig urban wohnen? Dann sind Sie hier im „Hafentor-Quartier“ genau richtig!

Der Lindenauer Hafen liegt ca. 4,5 km westlich vom Stadtzentrum und hat eine hervorragende Einbindung an das öffentliche Nahverkehrsnetz. In der unmittelbaren Umgebung finden Sie verschiedene Einkaufsmöglichkeiten, Schulen, Kindergarten, Dienstleistungsbetriebe und im Norden des Hafenbeckens ist ein Hafen mit Bootsliegeplätzen geplant. Natürlich können Sie schon ab Einzug direkt den Karl-Heine-Kanal für eine Paddelbootstour benutzen.

Das Hafentor-Quartier besteht aus sechs modernen Gebäuden. Die insgesamt 89 Wohnungen, darunter 10 barrierefreie, bieten von der kompakten 1-Zimmer-Wohnung (ab ca. 26 Quadratmeter) bis hin zur großzügigen 5-Zimmer-Wohnung (bis ca. 144 Quadratmeter) eine große Vielfalt. 

Die meisten Erdgeschosswohnungen verfügen über eine Terrasse mit eigenem Mietergarten. Fast alle Wohnungen glänzen mit großen Loggien/Balkonen mit Blick zum Karl-Heine-Kanal. In den Wohn- und Schlafräumen wurde Echtholzparkett verlegt und an den (teilweise bodentiefen) Fenstern befinden sich elektrische Rollläden. Einbruchhemmende Wohnungseingangstüren sowie Video-Gegensprechanlagen sorgen für ein hohes Sicherheitsgefühl. Großformatige Fliesen, hochwertige Sanitärobjekte, Handtuchheizkörper u. v. m. tragen zur Wohlfühlatmosphäre in den modernen Bädern bei. Der Standard ""KfW-Effizienzhaus 55"" verspricht hohen Wohnkomfort mit niedrigen Nebenkosten. 

Eine Tiefgarage sowie Keller-, Fahrrad- und Bootsabstellräume stehen ebenfalls zur Verfügung. Jeder Stellplatz hat zudem einen eigene Steckdose.

Offene oder geschlossene Küche? Balkon oder Loggia?
Da viele unterschiedliche Grundrissvarianten zur Auswahl stehen, bieten wir Ihnen die Möglichkeit, sich über die Wohnungstypen immer Samstags von 12 bis 17 Uhr in unserem Dima City Shop in der Messehofpassage zu informieren. Außerdem stehen wir Ihnen natürlich Montags bis Freitags in unserem Hauptbüro (Fregestraße 6, 04105 Leipzig) für alle Fragen zur Verfügung und geben gerne weitere Auskunft über dieses schöne Projekt. Wir freuen uns auf Sie!

Übersicht Hafentor-Quartier (s. andere Immobilien-Inserate):
- Haus A, Hafenstraße 11a: 2 - 5 Zimmer mit ca. 49 - 122 Quadratmetern
- Haus B, Hafenstraße 11: 4 Zimmer mit ca. 97 - 107 Quadratmetern
- Haus C, Hafenstraße 11c: 1 - 4 Zimmer mit ca. 26 - 107 Quadratmetern
- Haus D, Hafenstraße 11b: 1 - 4 Zimmer mit ca. 46 - 107 Quadratmetern
- Haus E, Hafenstraße 9/9a: 1 - 5 Zimmer mit ca. 27 - 144 Quadratmetern
- Haus F, Hafenstraße 9b/9c: 1 - 4 Zimmer mit ca. 42 - 100 Quadratmetern

SONDERAKTION: Bis zum 31.12.2019 erhalten Sie auf die Kaltmiete einen Bonus von 10 %. In diesem Inserat bzw. Exposé wird die bereits reduzierte Kaltmiete ausgewiesen. Ab dem 01.01.2020 zahlen Sie wieder die marktübliche Kaltmiete in Höhe von 716 EUR.

Bei den Mietverträgen für das Hafentor-Quartier handelt es sich um Indexmietverträge. Mietsteigerungen richten sich somit nach der allgemeinen Teuerungsrate, welche vom Statistischen Bundesamt festgelegt werden. Der Kündigungsverzicht beträgt 2 Jahre.

Energieausweisdaten:
Art: Bedarfsausweis
Endenergiebedarf: 57 kWh/(m²a) je nach Haus
Wesentlicher Energieträger: Nah-/Fernwärme aus KWK, fossiler Brennstoff
Baujahr laut Energieausweis: 2018
Energieausweis gültig bis: 21.05.2028

Sie sehen Bilder aus verschiedenen Wohnungen des Objektes.","ERSTBEZUG NEUBAU AM LINDENAUER HAFEN
+ Echtholzparkett + elektrische Rollläden + Bad mit hochwertige Sanitärobjekten von KERAMAG und GROHE + WPC-Diele auf Balkonen/Loggien in Holzoptik + Balkonbrüstung aus Glas + Video-Gegensprechanlage + separater Fahrrad- / Kinderwagenabstellraum / Bootsraum + KfW-Effizienzhaus 55 + Tiefgaragen-Stellplätze mit Steckdosen + Mieterkeller + Indexmietvertrag + Bonus auf derzeitige Kaltmiete nur bis 31.12.2019 + ab 01.01.2020 Kaltmiete auf 716 EUR",NA,NA,NA,NA,NA,May19
Nordrhein_Westfalen,0,central_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,11,4.12,40,475,1914,110065260,NA,gas,TRUE,Nordrhein_Westfalen,FALSE,1,475,NA,44,Herford_Kreis,well_kept,normal,no,no_information,NA,FALSE,3,roof_storey,32257,1,161.9,1,NA,1,FALSE,2,Herford_Kreis,Bünde,"++NUR AN BERUFSTÄTIGE ZU VERMIETEN++Die FLATmix-Gebühr wird bei Vermietung nur dem VERMIETER berechnet.++

Möblierte 1-Zimmer-DG-Wohnung in einem 1,5-Familienhaus, renovierter Altbaustil. 

Wohn-/Schlafraum von 24qm Größe mit blauem Teppichboden und schwarz-grauer Möblierung: Sofa, Couchtisch,Vitrine, Kleiderschrank, Einzelbett, Phonoschrank, PC-Tisch.

Separate blau-weiße Küche, die mit einem PVC-Boden ausgelegt ist und komplett mit allen Haushaltsutensilien und elektrischen Geräten ausgestattet ist.

Gefliestes Bad mit Dusche und Wanne in weiss/beige.

SAT-TV und WLAN, sowie eine monatliche Reinigung inclusive.

NUR an Wochenendheimfahrer und Nichtraucher zu vermieten. Miete inkl. aller NK.",NA,NA,NA,NA,NA,NA,May19
Sachsen_Anhalt,43,district_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,2.62,40,403,1960,111499980,NA,district_heating,FALSE,Sachsen_Anhalt,FALSE,2,360,41,59.56,Dessau_Roßlau,well_kept,NA,NA,Kantorstr.,Kantorstr.,FALSE,2,NA,06842,3,94.7,3,NA,3,FALSE,2,Dessau_Roßlau,Innerstädtischer_Bereich_Süd,"Das Objekt befindet sich in unmittelbarer Citylage nahe dem LSG-Tiergarten. Die Shoppingcenter liegen faktisch vor der Haustür. Durch die zentrale Lage ist vieles fußläufig zu erreichen, wie Einrichtungen des Bildungs- und Gesundheitswesens, Ämter, Post und Bahn.",NA,NA,C,NA,NA,NA,Oct19
Hessen,200,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,3.47,40,NA,1984,112335688,1,oil,FALSE,Hessen,TRUE,4,740,NA,140,Fulda_Kreis,NA,NA,no,no_information,NA,FALSE,5,roof_storey,36148,4,92.8,2,NA,4,FALSE,6,Fulda_Kreis,Kalbach,"Modern geschnittene DG-Studio-Mietwohnung mit Traumblick in ruhiger Ortslage.

Aufteilung: Großes Wohnstudio mit Aussichts-Südbalkon, offenes Esszimmer, Küche, Schlafzimmer, 2x Kinder- oder Arbeitszimmer, Bad, Gä-WC.

1 KFZ-Stellplatz sowie 1x Kellerraum inclusive.

Gartenbenutzung auf Wunsch (nach Absprache) möglich.","Fußböden: Fliesen, PVC

Fenster: ISO-KS-Fenster

Heizung: Öl-Zentralheizung

Sanitär: Bad mit Wanne, Dusche, Waschbecken, WC, weiß gefliest, Gä-WC (wird noch renoviert)

Kaminanschluß für Holzofen ev. möglich.",NA,C,NA,NA,NA,Oct19
Nordrhein_Westfalen,200,gas_heating,ONE_YEAR_FREE,NA,FALSE,FALSE,8,3.28,10,NA,1905,106747498,NA,natural_gas_light,FALSE,Nordrhein_Westfalen,TRUE,1,650,NA,117,Ennepe_Ruhr_Kreis,NA,NA,NA,no_information,NA,FALSE,5,apartment,58332,4,76.91,4,NA,4,FALSE,5,Ennepe_Ruhr_Kreis,Schwelm,"Schöne Altbau WHG in zentraler Lage suchen neuen Mieter.
Auch als Wohngemeinschaft geeignet!

Eine Besichtigung lohnt sich:
Bitte setzen Sie sich mit uns in Verbindung: Gerne per Mai über das Kontaktformular, denn dann können wir Ihnen direkt alle zusätzlichen Informationen zurück mailen und mit Ihnen einen Besichtigungstermin vereinbaren.
Wir freuen uns auf Ihren Kontakt!


","A bis Z: 

- Bad mit Dusche 
- Dielenboden
- Doppeltverglaste Fenster
- Fliesen
- Gäste WC 
- hohe Decken

",NA,C,NA,90.76,0.1915,Sep18
Nordrhein_Westfalen,120,central_heating,NA,NA,FALSE,FALSE,11,1.92,NA,720,1900,113341924,1,oil,FALSE,Nordrhein_Westfalen,TRUE,1,480,26,81,Ennepe_Ruhr_Kreis,negotiable,normal,no,Elberfelder Str.,Elberfelder_Str._,FALSE,3,apartment,58285,3,NA,2,3,3,FALSE,4,Ennepe_Ruhr_Kreis,Gevelsberg,"Stilvolles Mehrfamilienwohnhaus im alten Dorfkern von Gevelsberg mit historischem Flair. Die 3-Zimmerwohnung ist im 1. Obergeschoss gelegen, hat eine große, geräumige Wohnküche mit Einbauschränken und Theke, Wohnzimmer sowie 2 weitere Räume. Das helle Bad ist neu mit flacher Duschtasse und wandhängendem WC ausgestattet.  Der Bodenbelag in den Wohnräumen ist Laminat und im Schlafzimmer Teppich.  
Die Nebenkosten sind für 2 Personen berechnet, bei weiteren Personen erhöht sich die Vorauszahlung um jeweils 30,00 €/pro Monat.

Die Wohnung wird in einem nicht renovierten Zustand übergeben. Bei einer Renovierung in Eigenleistung, kommen wir dem Mieter gerne entgegen.",NA,90,NA,NA,NA,NA,Oct19
Sachsen_Anhalt,150,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,0,10,430,NA,107295839,NA,NA,FALSE,Sachsen_Anhalt,TRUE,NA,280,24,69,Burgenlandkreis,NA,NA,negotiable,Geraer Str.,Geraer_Str.,FALSE,1,other,06712,2,NA,NA,NA,2,FALSE,3,Burgenlandkreis,Zeitz,"Die freundliche und helle 2-Zimmer-Wohnung befindet sich im 3. OG eines Mehrfamilienhauses. Der Balkon auf der der Straße abgewandten Seite des Objketes erreichen Sie über die Küche. Das Badezimmer ist mit Wanne, Waschbecken, WC und Waschmaschinenanschluss ausgestattet und gefliest.",NA,NA,NA,NA,NA,NA,May19
Bayern,100,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,3,3.95,40,480,NA,115653238,1,NA,TRUE,Bayern,FALSE,NA,380,NA,32,Würzburg_Kreis,modernized,NA,NA,no_information,NA,FALSE,2,other,97204,1,NA,2,2,1,FALSE,1,Würzburg_Kreis,Höchberg,"Diese schöne, modernisierte Wohnung im zweiten Stock kann zum 01.04.2020 bezogen werden. Zu der Wohnung zählt ein einladendes Zimmer. Zur Wohnung gehört auch ein Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Zur Verfügung stehen Ihnen außerdem eine Einbauküche sowie ein Stellplatz für Ihr Auto.","Das Bad wird vor Bezug neu renoviert und ist mit WC, Waschtisch und ebenerdiger Dusch ausgestattet. Laminatböden im Wohnbereich und Diele.",NA,NA,NA,NA,NA,Feb20
Nordrhein_Westfalen,100,central_heating,ONE_YEAR_FREE,NA,FALSE,TRUE,7,4.69,40,522.09,1954,107358285,NA,gas,FALSE,Nordrhein_Westfalen,TRUE,2,372.09,16,42.8,Dortmund,NA,NA,NA,Holtkottenweg,Holtkottenweg,FALSE,2,ground_floor,44339,2.5,96,NA,NA,2,FALSE,2,Dortmund,Eving,"Die Wohnung befindet sich in einem gepflegten Mehrfamilienhaus. Nach dem Grundsatz Zu Hause fühlt sich jeder Mensch am Wohlsten überzeugt der Grundriss durch Funktionalität und bietet Erfüllung Ihrer individuellen Vorstellungen.
 Um Ihnen Ihr Zuhause angenehm und komfortabel zu gestalten, ist die Wohnung barrierearm ausgebildet und überzeugt mit einem Tageslichtbad mit ebenerdiger Dusche, unterfahrbarem Waschtisch, Handtuchwärmerheizkörper und einem höheren Flachspül-WC.
 Weitere besondere Ausstattungsmerkmale der Wohnung sind ein pflegeleichter, hochwertiger PVC-Boden, frisch lackierte Heizkörper und tapezierte Wände und Decken.
 Großzügige Grünflächen in einer aufgelockerten Bebauung runden das positive Bild dieser Wohnung ab.
 Wir sind der Meinung: Hier lässt es sich leben - in jedem Alter!
 

 Rufen Sie uns an und vereinbaren Sie noch heute einen persönlichen Termin.
 Wir freuen uns auf Sie!
 

 *Wir bitten Sie zu beachten, dass es sich bei den Fotos um Beispielbilder handelt, die von den räumlichen Gegebenheiten vor Ort abweichen können.

",Kabelanschluss; Isolierverglasung; Warmwasser zentral (über Heizanlage); barrierearmes WC; Kellerraum; Gas-Zentralheizung; Laminat; Sat-Anlage/Kabel; Außenbeleuchtung; Fassadenvollwärmeschutz; Balkon;,50,B,NA,90.76,0.1915,Sep18
